"FIPS","County","ICEVs","HEVs","BEVs","T1","T2","objective","PHEVs","State","NAMELSAD","STATEFP","COUNTYFP","NAME","pop","Region_Transport","Region_EMM","Region_Electricity_EIA","Region_ecoinvent_detail","Region_ecoinvent","state0","county0"
"01001","Autauga County",1.072225068,1.114998984,1.187123234,26.996159594712,10.4548551440503,1.48472765063921e-10,1.13435495136486,"Alabama","Autauga County",1,1,"Autauga",60342,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","00"
"01003","Baldwin County",1.059221907,1.086635471,1.125774183,27.4333874554907,13.3689010489208,9.05156104854374e-12,1.0974799142821,"Alabama","Baldwin County",1,3,"Baldwin",253507,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","00"
"01005","Barbour County",1.06247406,1.098279268,1.1575487,26.7329002989751,11.4482163346747,2.46291675593449e-11,1.11423954391725,"Alabama","Barbour County",1,5,"Barbour",24585,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","00"
"01007","Bibb County",1.070349451,1.117903105,1.2035358,26.1467324706501,9.03846067825651,4.3225374579467e-10,1.14062290976775,"Alabama","Bibb County",1,7,"Bibb",21868,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","00"
"01009","Blount County",1.072924971,1.126179749,1.225288325,25.7157702408291,7.76611547828393,4.08781819490131e-11,1.1523304170416,"Alabama","Blount County",1,9,"Blount",59816,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","00"
"01011","Bullock County",1.063666806,1.101052251,1.163794589,26.6711460075243,11.1366731350706,1.14177166825896e-10,1.11790720565761,"Alabama","Bullock County",1,11,"Bullock",9897,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01013","Butler County",1.061647228,1.096897179,1.155169684,26.7059874917989,11.5231212442505,1.69213162504995e-11,1.11259350393846,"Alabama","Butler County",1,13,"Butler",18382,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01015","Calhoun County",1.071321633,1.122140016,1.215765017,25.8406031091647,8.26769285383546,9.3881465583143e-11,1.14689056694865,"Alabama","Calhoun County",1,15,"Calhoun",116429,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01017","Chambers County",1.065946244,1.113545382,1.201709084,25.6173108382632,8.65530496320002,2.95266245092943e-10,1.13683509190694,"Alabama","Chambers County",1,17,"Chambers",34079,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01019","Cherokee County",1.071926147,1.126100194,1.22815637,25.4759328193482,7.43909663280367,1.99544574259068e-10,1.1529774824489,"Alabama","Cherokee County",1,19,"Cherokee",25666,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01021","Chilton County",1.068541536,1.115377738,1.200127455,26.0260807853576,9.07513739481367,3.63189175498458e-11,1.13785016249191,"Alabama","Chilton County",1,21,"Chilton",46431,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01023","Choctaw County",1.06783288,1.106721512,1.17110666,26.9742610913649,11.0973937943139,2.01590321123667e-11,1.12405911353954,"Alabama","Choctaw County",1,23,"Choctaw",12252,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01025","Clarke County",1.063651282,1.099050437,1.156614651,26.9266804134524,11.6550119898606,3.33420337793539e-11,1.11460106692233,"Alabama","Clarke County",1,25,"Clarke",22337,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01027","Clay County",1.063815852,1.113200906,1.20719512,25.1296718676713,8.0056054139659,2.37391027750421e-10,1.13791667180331,"Alabama","Clay County",1,27,"Clay",14111,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01029","Cleburne County",1.06559129,1.116354543,1.212974876,25.1615767876559,7.79431785864534,2.1305927152708e-11,1.14175436019097,"Alabama","Cleburne County",1,29,"Cleburne",15639,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01031","Coffee County",1.062793107,1.096889372,1.151521605,26.9925074256099,11.9222463584328,1.30678399217655e-11,1.1116902919688,"Alabama","Coffee County",1,31,"Coffee",55643,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01033","Colbert County",1.076424033,1.135244955,1.246971005,25.4112580779815,6.60597928004315,8.63587199273086e-11,1.1646239419144,"Alabama","Colbert County",1,33,"Colbert",58361,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC Tennessee Valley","US-SERC","0","0"
"01035","Conecuh County",1.059658205,1.091845543,1.143210577,26.8654952899218,12.155535881736,4.08884687010411e-12,1.10577331122683,"Alabama","Conecuh County",1,35,"Conecuh",11174,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01037","Coosa County",1.068578142,1.116210802,1.203020184,25.9259789205418,8.86875114379661,1.65207499682631e-11,1.13919664663145,"Alabama","Coosa County",1,37,"Coosa",10268,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01039","Covington County",1.060678436,1.093352162,1.145428335,26.9246567226863,12.1151684050356,2.06012480213159e-11,1.10747762458761,"Alabama","Covington County",1,39,"Covington",37952,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01041","Crenshaw County",1.061418533,1.097503161,1.158080475,26.5693302401008,11.2841356771994,1.35286096896146e-11,1.11377305396497,"Alabama","Crenshaw County",1,41,"Crenshaw",13101,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01043","Cullman County",1.073542959,1.12928711,1.234557416,25.4668982908058,7.1677732376989,2.19918087649296e-10,1.15699053086118,"Alabama","Cullman County",1,43,"Cullman",92016,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01045","Dale County",1.062568434,1.095762343,1.148161418,27.0817047891592,12.1379875504381,2.90658360524158e-10,1.11000018936487,"Alabama","Dale County",1,45,"Dale",49871,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01047","Dallas County",1.073037313,1.114939824,1.184343675,27.206366329558,10.7519976902377,7.37181492035841e-11,1.13362573940125,"Alabama","Dallas County",1,47,"Dallas",36165,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01049","DeKalb County",1.06800364,1.125429818,1.238126891,24.5846840041243,6.25396876913602,6.0835837266927e-11,1.15491859823078,"Alabama","DeKalb County",1,49,"DeKalb",72569,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC","0","0"
"01051","Elmore County",1.071383855,1.114003972,1.186187466,26.9148368414682,10.422483271612,2.35031028044431e-11,1.13336527181604,"Alabama","Elmore County",1,51,"Elmore",90441,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01053","Escambia County",1.059177534,1.089563129,1.136486753,27.0418791970657,12.5863838513962,5.18891041883297e-12,1.1023660779948,"Alabama","Escambia County",1,53,"Escambia",36558,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01055","Etowah County",1.072759257,1.125810471,1.224478283,25.7228819375768,7.80603372969628,3.31376043421713e-11,1.15184582002033,"Alabama","Etowah County",1,55,"Etowah",103241,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01057","Fayette County",1.074965414,1.126622778,1.220442336,26.1688583850577,8.3594411530309,4.58956867692777e-11,1.15148471468988,"Alabama","Fayette County",1,57,"Fayette",15967,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01059","Franklin County",1.073374456,1.131128581,1.241739665,25.1855812672962,6.62611663263953,4.93348580844526e-11,1.16018394104887,"Alabama","Franklin County",1,59,"Franklin",31802,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01061","Geneva County",1.062915798,1.09469905,1.143224297,27.3087106595776,12.539216549675,1.79906837071697e-10,1.10797547020528,"Alabama","Geneva County",1,61,"Geneva",26988,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01063","Greene County",1.075013513,1.121899371,1.203233163,26.7941617522166,9.61313383930343,4.97704559230245e-11,1.14362089894029,"Alabama","Greene County",1,63,"Greene",7341,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01065","Hale County",1.073370622,1.119782896,1.200780097,26.6600956140791,9.59874217226066,6.5645400408692e-11,1.14138912028483,"Alabama","Hale County",1,65,"Hale",14888,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01067","Henry County",1.062316646,1.095188975,1.146886274,27.0948983535629,12.202632394687,1.08046983841084e-11,1.10924610099202,"Alabama","Henry County",1,67,"Henry",17899,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01069","Houston County",1.061680808,1.091540098,1.135718044,27.4104417101607,12.9381743794975,8.06683783526312e-12,1.10369319785168,"Alabama","Houston County",1,69,"Houston",108462,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01071","Jackson County",1.072201373,1.131830137,1.24797896,24.8028390264858,6.03660950966582,2.13710510654462e-10,1.16225816773584,"Alabama","Jackson County",1,71,"Jackson",53467,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC","0","0"
"01073","Jefferson County",1.073567944,1.123713357,1.214350476,26.1976518875328,8.63610399662566,4.85131381577793e-11,1.14775102799381,"Alabama","Jefferson County",1,73,"Jefferson",662895,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01075","Lamar County",1.078054249,1.130778967,1.225693437,26.3987707213666,8.34206039147507,1.48432389037036e-10,1.15595977417229,"Alabama","Lamar County",1,75,"Lamar",13661,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01077","Lauderdale County",1.077285845,1.137715516,1.253170219,25.305558064565,6.25750908103055,2.28012103215171e-10,1.16805607273367,"Alabama","Lauderdale County",1,77,"Lauderdale",96814,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC","0","0"
"01079","Lawrence County",1.074861293,1.134080108,1.247701265,25.1739237861264,6.36963240826518,1.37340268970116e-10,1.16392046619883,"Alabama","Lawrence County",1,79,"Lawrence",33502,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC Tennessee Valley","US-SERC","0","0"
"01081","Lee County",1.065167037,1.108130421,1.184616057,26.1244188254139,9.80124788043615,4.59783579064071e-11,1.12846764714636,"Alabama","Lee County",1,81,"Lee",183215,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01083","Limestone County",1.077300452,1.136886866,1.250131642,25.4188685762673,6.48224611399057,9.37175213460357e-11,1.16666870479024,"Alabama","Limestone County",1,83,"Limestone",114654,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC","0","0"
"01085","Lowndes County",1.071239993,1.110588696,1.174308644,27.3231196876941,11.2678617293404,4.82911084425138e-11,1.12781801965296,"Alabama","Lowndes County",1,85,"Lowndes",9717,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01087","Macon County",1.068184404,1.108524484,1.176507093,26.8279091894101,10.7475207006992,1.26280537039148e-10,1.12676891937544,"Alabama","Macon County",1,87,"Macon",18370,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01089","Madison County",1.075987095,1.134898779,1.247101196,25.3466914849565,6.54434731743078,1.45325080953644e-10,1.16439150548627,"Alabama","Madison County",1,89,"Madison",412600,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC","0","0"
"01091","Marengo County",1.071215225,1.113683676,1.18556352,26.9133515899841,10.4467703732685,3.09946501163122e-11,1.13296407034838,"Alabama","Marengo County",1,91,"Marengo",18684,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01093","Marion County",1.07328232,1.128771032,1.233517117,25.4694641623865,7.21306988794237,2.30593479667249e-10,1.15633991789736,"Alabama","Marion County",1,93,"Marion",29244,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01095","Marshall County",1.072215813,1.127568964,1.232545344,25.3588696847872,7.15634443452932,8.53525834293867e-11,1.15518961093985,"Alabama","Marshall County",1,95,"Marshall",100756,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC Tennessee Valley","US-SERC","0","0"
"01097","Mobile County",1.061413359,1.090103409,1.131374743,27.5304689294993,13.2217803623292,4.09230927006141e-12,1.10152216382997,"Alabama","Mobile County",1,97,"Mobile",411640,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01099","Monroe County",1.063520302,1.097277078,1.150624448,27.1237892670241,12.0732588716849,1.21670599307719e-11,1.11176715696259,"Alabama","Monroe County",1,99,"Monroe",19229,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0","0"
"01101","Montgomery County",1.070490691,1.109311634,1.172063989,27.3014310292648,11.3414565356758,2.24446204210143e-11,1.12628775718614,"Alabama","Montgomery County",1,101,"Montgomery",224980,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01103","Morgan County",1.075686055,1.133421795,1.242718495,25.4637632129129,6.82705171976363,9.6155641377561e-11,1.16218027031195,"Alabama","Morgan County",1,103,"Morgan",125133,"East South Central","SRCE","SERC Reliability Corporation / Central","SERC Tennessee Valley","US-SERC","0",""
"01105","Perry County",1.072300862,1.117611712,1.196318911,26.6752679908666,9.79619365129122,6.27073231885855e-11,1.13862602200297,"Alabama","Perry County",1,105,"Perry",7738,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01107","Pickens County",1.077527274,1.126789642,1.212951877,26.7873106508773,9.20653191068209,3.26090825554303e-10,1.14975719348655,"Alabama","Pickens County",1,107,"Pickens",18688,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01109","Pike County",1.0612953,1.097126063,1.157107992,26.58837725561,11.3411454919221,6.35656418294711e-11,1.11324366320206,"Alabama","Pike County",1,109,"Pike",33137,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01111","Randolph County",1.064626244,1.114129861,1.207989707,25.2094392457182,8.0416479840692,1.97324709361908e-12,1.13882135924198,"Alabama","Randolph County",1,111,"Randolph",22786,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01113","Russell County",1.064890027,1.104002078,1.170582824,26.5920875350417,10.7871861279939,1.29254607875513e-12,1.12184253552016,"Alabama","Russell County",1,113,"Russell",58744,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01115","St. Clair County",1.073021986,1.124532205,1.21903222,25.9557575312753,8.23338589724675,9.90139297217815e-11,1.14952622000474,"Alabama","St. Clair County",1,115,"St. Clair",95552,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01117","Shelby County",1.072128013,1.121707943,1.211657311,26.0984038670651,8.66178277065669,7.84545093257516e-11,1.14553933609918,"Alabama","Shelby County",1,117,"Shelby",233000,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01119","Sumter County",1.074347141,1.119351798,1.196138438,26.9601954037877,10.0505813986954,6.36434014725384e-11,1.13992262234941,"Alabama","Sumter County",1,119,"Sumter",11727,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01121","Talladega County",1.072576158,1.122887648,1.214501769,26.0574908499693,8.50828504029128,4.39398124518906e-11,1.14715449293395,"Alabama","Talladega County",1,121,"Talladega",81132,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01123","Tallapoosa County",1.067685135,1.114927464,1.201206834,25.8696833741917,8.89485635871872,1.8697120095834e-11,1.13776441782344,"Alabama","Tallapoosa County",1,123,"Tallapoosa",40677,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01125","Tuscaloosa County",1.073544841,1.121709864,1.207188422,26.4526962793624,9.1534254651003,5.41219453963734e-11,1.14445158974979,"Alabama","Tuscaloosa County",1,125,"Tuscaloosa",237373,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01127","Walker County",1.074064956,1.126650388,1.223386633,25.9389117106338,8.03820129837349,1.16251800218814e-10,1.15222378430965,"Alabama","Walker County",1,127,"Walker",64728,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01129","Washington County",1.062270558,1.096037488,1.15009603,26.9732277308292,11.9643403022182,3.85742472762609e-11,1.11068922682001,"Alabama","Washington County",1,129,"Washington",15022,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01131","Wilcox County",1.068891443,1.107415506,1.170268769,27.1476535034782,11.2822522611334,1.73290338013564e-11,1.1243853742922,"Alabama","Wilcox County",1,131,"Wilcox",9944,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"01133","Winston County",1.071271878,1.127994452,1.237063805,25.0663074303351,6.71608821604839,1.62186385715427e-10,1.15661566744799,"Alabama","Winston County",1,133,"Winston",23611,"East South Central","SRSE","SERC Reliability Corporation / Southeastern","SERC South","US-SERC","0",""
"04001","Apache County",1.126182242,1.242506497,1.477126604,23.9028107519582,-4.21294874941044,6.04822264798297e-10,1.30363084750176,"Arizona","Apache County",4,1,"Apache",65036,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Northwest","US-WECC","0","00"
"04003","Cochise County",1.069763318,1.12066752,1.215370313,25.6438088389239,8.11339869579025,1.12536092976367e-10,1.14566536183714,"Arizona","Cochise County",4,3,"Cochise",124640,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","00"
"04005","Coconino County",1.11018811,1.210968671,1.41376306,24.0054935368459,-1.50560693940037,2.36779971476523e-10,1.26381687859105,"Arizona","Coconino County",4,5,"Coconino",144472,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","00"
"04007","Gila County",1.07624797,1.133820139,1.242381879,25.5543615777916,6.91958178137409,1.71338531497052e-10,1.16241325744042,"Arizona","Gila County",4,7,"Gila",54003,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","00"
"04009","Graham County",1.079542032,1.135539771,1.238185733,26.152033734004,7.61148022913422,1.03471083157802e-10,1.16269542180361,"Arizona","Graham County",4,9,"Graham",39525,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","00"
"04011","Greenlee County",1.073944246,1.140701417,1.274509216,24.0828703632057,4.31506884021413,4.37588912702866e-11,1.17559446750737,"Arizona","Greenlee County",4,11,"Greenlee",9369,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04012","La Paz County",1.137239382,1.190646597,1.254919425,33.4063165635459,13.2157295017683,2.49028668443817e-10,1.20914335878566,"Arizona","La Paz County",4,12,"La Paz",16710,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04013","Maricopa County",1.127974111,1.178716419,1.241106464,32.6428087933928,13.1241340271094,3.96285019711401e-10,1.1965817369016,"Arizona","Maricopa County",4,13,"Maricopa",4585871,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04015","Mohave County",1.101741184,1.165053443,1.274637662,27.8632410191747,7.59089852628368,9.55963796164309e-11,1.19432747334613,"Arizona","Mohave County",4,15,"Mohave",223682,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04017","Navajo County",1.116505945,1.223604324,1.439434737,23.9366915033862,-2.62732494463321,7.22219242469089e-10,1.27983225865932,"Arizona","Navajo County",4,17,"Navajo",109175,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04019","Pima County",1.094002816,1.136305381,1.195268184,29.6656601179637,12.4344278373387,8.04770668065124e-11,1.15272139146372,"Arizona","Pima County",4,19,"Pima",1063162,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04021","Pinal County",1.110154421,1.157815891,1.221923491,30.9060375452509,12.4090183960238,9.98147539143967e-11,1.17581160377932,"Arizona","Pinal County",4,21,"Pinal",484239,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04023","Santa Cruz County",1.0561161,1.101014056,1.187509708,24.7892969022053,8.5236007908431,6.13164469534693e-11,1.12371068113137,"Arizona","Santa Cruz County",4,23,"Santa Cruz",49158,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04025","Yavapai County",1.0803342,1.141705203,1.257947924,25.5517510025826,6.27438398715876,5.21411291493224e-10,1.17230152994502,"Arizona","Yavapai County",4,25,"Yavapai",249081,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"04027","Yuma County",1.137176598,1.187846588,1.245006336,33.7510847026602,13.9248748888203,8.84589673407406e-10,1.20453177677085,"Arizona","Yuma County",4,27,"Yuma",213221,"Mountain","SRSG","Western Electricity Coordinating Council / Southwest","WECC Southwest","US-WECC","0","0"
"05001","Arkansas County",1.085086022,1.14284355,1.247047494,26.5880223742761,7.62346661982019,1.80659291231539e-10,1.17048942350402,"Arkansas","Arkansas County",5,1,"Arkansas",16307,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","00"
"05003","Ashley County",1.078739269,1.127378963,1.211251287,27.0139002041583,9.47291592127681,3.04998668146013e-11,1.14980146854843,"Arkansas","Ashley County",5,3,"Ashley",18262,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","00"
"05005","Baxter County",1.091667305,1.170438363,1.325907635,24.6457600887009,2.68029498961777,1.09268303684314e-10,1.21107086678311,"Arkansas","Baxter County",5,5,"Baxter",42875,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","00"
"05007","Benton County",1.090518637,1.167052582,1.317309559,24.7990890487738,3.16800920133592,7.7452098368227e-11,1.20636598789199,"Arkansas","Benton County",5,7,"Benton",311013,"West South Central","SPPS","Southwest Power Pool / South","SPP South","US-MRO","0","00"
"05009","Boone County",1.091283285,1.171533561,1.331075767,24.4064641338924,2.25832673034088,8.21551089372635e-11,1.21319006200298,"Arkansas","Boone County",5,9,"Boone",38530,"West South Central","MISS","Midcontinent / South","SPP South","US-MRO","0","00"
"05011","Bradley County",1.07921782,1.129941616,1.218993805,26.8015954732903,8.96866244925388,3.04824189577786e-10,1.1536817954427,"Arkansas","Bradley County",5,11,"Bradley",10104,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05013","Calhoun County",1.079234862,1.132266292,1.22733487,26.5010514138697,8.36278932700606,6.97245985862023e-11,1.15751228523792,"Arkansas","Calhoun County",5,13,"Calhoun",4641,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05015","Carroll County",1.090831583,1.170171882,1.327585403,24.4679504879844,2.4561514205443,1.02615706371362e-09,1.21126876205373,"Arkansas","Carroll County",5,15,"Carroll",28814,"West South Central","SPPS","Southwest Power Pool / South","SPP South","US-MRO","0","0"
"05017","Chicot County",1.080019164,1.130566596,1.218719259,26.9199386743054,9.08282939936026,1.19019048805253e-10,1.15408930498964,"Arkansas","Chicot County",5,17,"Chicot",9538,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05019","Clark County",1.08315725,1.140781903,1.245695535,26.3736881860603,7.49398955550572,1.36763351243674e-10,1.16856105465012,"Arkansas","Clark County",5,19,"Clark",21274,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05021","Clay County",1.098885638,1.176444405,1.324793661,25.6684241093292,3.61409481810741,3.88253616546809e-10,1.21540510100187,"Arkansas","Clay County",5,21,"Clay",14201,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05023","Cleburne County",1.085639402,1.154896638,1.288825605,25.160146140014,4.65908525892065,1.80396536256742e-10,1.19001076137488,"Arkansas","Cleburne County",5,23,"Cleburne",25445,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05025","Cleveland County",1.080930908,1.136910284,1.238747422,26.3196236294446,7.73324735621105,5.28172603070659e-10,1.16388710313319,"Arkansas","Cleveland County",5,25,"Cleveland",7378,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05027","Columbia County",1.077819443,1.128859139,1.219502295,26.5902651200268,8.7639574268424,5.44140155032684e-11,1.15296690732312,"Arkansas","Columbia County",5,27,"Columbia",22150,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05029","Conway County",1.089353636,1.156655013,1.283442021,25.8585173036802,5.48713148838384,8.10616122221254e-11,1.19003904173624,"Arkansas","Conway County",5,29,"Conway",21077,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05031","Craighead County",1.094251962,1.165911285,1.301394336,25.8771782123858,4.76002204936958,1.25774529183683e-09,1.20157802172637,"Arkansas","Craighead County",5,31,"Craighead",113993,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05033","Crawford County",1.091374564,1.162103831,1.29673465,25.6571556708887,4.76352860670897,1.81100000134159e-10,1.19749760823395,"Arkansas","Crawford County",5,33,"Crawford",61891,"West South Central","SPPS","Southwest Power Pool / South","SERC Mississippi Valley","US-SERC","0","0"
"05035","Crittenden County",1.091925115,1.156173182,1.273578597,26.5630237388447,6.50592590020385,1.72893189945121e-10,1.18724207555772,"Arkansas","Crittenden County",5,35,"Crittenden",47139,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05037","Cross County",1.091280713,1.157752052,1.281315931,26.1965165551812,5.86717295907388,6.77173782065732e-10,1.19037178939008,"Arkansas","Cross County",5,37,"Cross",16420,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05039","Dallas County",1.081158735,1.138383032,1.243346108,26.1884803743308,7.43044791810999,1.14335470780494e-10,1.16615029291136,"Arkansas","Dallas County",5,39,"Dallas",6185,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05041","Desha County",1.082783993,1.137964441,1.236700217,26.6472591131607,8.1025981466105,9.13677003771264e-11,1.16419483031304,"Arkansas","Desha County",5,41,"Desha",10479,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
"05043","Drew County",1.081236816,1.133982605,1.227208567,26.7834898002911,8.61477309709881,1.91188157547345e-09,1.15880035765001,"Arkansas","Drew County",5,43,"Drew",16945,"West South Central","MISS","Midcontinent / South","SERC Mississippi Valley","US-SERC","0","0"
